"Reservoir","Site","DateTime","StartDepth_m","EndDepth_m","Rep","CollectionMethod","Taxon","Density_IndPerL","MeanLength_mm","MeanWeight_ug","Biomass_ugL","Flag_MeanLength_mm","Flag_MeanWeight_ug","Flag_Biomass_ugL"
"CCR",50,2016-05-28 02:00:00,3,3,1,"Schindler","Cyclopoids",17.67,0.44,0.65,11.44,0,0,0
"CCR",50,2016-05-28 02:00:00,3,3,1,"Schindler","Diaptomus",4.67,0.77,1.73,8.08,0,0,0
"CCR",50,2016-05-28 02:00:00,3,3,1,"Schindler","Keratella",84,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,3,3,1,"Schindler","Leptodora",0.07,3.77,11.72,0.78,0,0,0
"CCR",50,2016-05-28 02:00:00,3,3,1,"Schindler","Nauplii",21,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,3,3,1,"Schindler","Polyarthra",112,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,3,3,1,"Schindler","Synchaeta",7,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,3,3,1,"Schindler","Total rotifers",232,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,3,3,1,"Schindler","Trichocerca",1,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,4,4,1,"Schindler","Ascomorpha",4,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,4,4,1,"Schindler","Asplanchna",10,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,4,4,1,"Schindler","Bipalpus",5,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,4,4,1,"Schindler","Bosmina",41.33,0.26,0.54,22.37,0,0,0
"CCR",50,2016-05-28 02:00:00,4,4,1,"Schindler","Ceriodaphnia",3.67,0.28,0.09,0.33,0,0,0
"CCR",50,2016-05-28 02:00:00,4,4,1,"Schindler","Conochilus",1,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,4,4,1,"Schindler","Cyclopoids",15.67,0.53,1.83,28.69,0,0,0
"CCR",50,2016-05-28 02:00:00,4,4,1,"Schindler","Diaptomus",7.67,0.71,1.36,10.41,0,0,0
"CCR",50,2016-05-28 02:00:00,4,4,1,"Schindler","Keratella",68,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,4,4,1,"Schindler","Leptodora",0.2,2.82,6.78,1.36,0,0,0
"CCR",50,2016-05-28 02:00:00,4,4,1,"Schindler","Nauplii",27,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,4,4,1,"Schindler","Polyarthra",38,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,4,4,1,"Schindler","Synchaeta",2,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,4,4,1,"Schindler","Total rotifers",132,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,4,4,1,"Schindler","Trichocerca",4,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,5,5,1,"Schindler","Ascomorpha",3,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,5,5,1,"Schindler","Asplanchna",6,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,5,5,1,"Schindler","Bosmina",140,0.28,0.61,85.02,0,0,0
"CCR",50,2016-05-28 02:00:00,5,5,1,"Schindler","Ceriodaphnia",2.33,0.31,0.16,0.37,0,0,0
"CCR",50,2016-05-28 02:00:00,5,5,1,"Schindler","Conochilus",1,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,5,5,1,"Schindler","Cyclopoids",17,0.73,4.32,73.42,0,0,0
"CCR",50,2016-05-28 02:00:00,5,5,1,"Schindler","Diaptomus",13.33,0.54,0.87,11.62,0,0,0
"CCR",50,2016-05-28 02:00:00,5,5,1,"Schindler","Keratella",48,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,5,5,1,"Schindler","Nauplii",29,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,5,5,1,"Schindler","Polyarthra",78,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,5,5,1,"Schindler","Synchaeta",3,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,5,5,1,"Schindler","Total rotifers",140,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,5,5,1,"Schindler","Trichocerca",1,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,6,6,1,"Schindler","Ascomorpha",3,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,6,6,1,"Schindler","Asplanchna",4,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,6,6,1,"Schindler","Bipalpus",3,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,6,6,1,"Schindler","Bosmina",52,0.23,0.39,20.23,0,0,0
"CCR",50,2016-05-28 02:00:00,6,6,1,"Schindler","Ceriodaphnia",2,0.25,0.06,0.12,0,0,0
"CCR",50,2016-05-28 02:00:00,6,6,1,"Schindler","Cyclopoids",8.67,0.69,3.88,33.6,0,0,0
"CCR",50,2016-05-28 02:00:00,6,6,1,"Schindler","Diaptomus",5,0.66,1.43,7.13,0,0,0
"CCR",50,2016-05-28 02:00:00,6,6,1,"Schindler","Keratella",33,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,6,6,1,"Schindler","Leptodora",0.1,3.9,14.05,1.4,0,0,0
"CCR",50,2016-05-28 02:00:00,6,6,1,"Schindler","Nauplii",27,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,6,6,1,"Schindler","Polyarthra",52,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,6,6,1,"Schindler","Synchaeta",11,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,6,6,1,"Schindler","Total rotifers",106,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,7,7,1,"Schindler","Ascomorpha",8,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,7,7,1,"Schindler","Asplanchna",10,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,7,7,1,"Schindler","Bipalpus",1,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,7,7,1,"Schindler","Bosmina",109.67,0.27,0.56,61.13,0,0,0
"CCR",50,2016-05-28 02:00:00,7,7,1,"Schindler","Ceriodaphnia",2.33,0.29,0.17,0.4,0,0,0
"CCR",50,2016-05-28 02:00:00,7,7,1,"Schindler","Conochilus",12,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,7,7,1,"Schindler","Cyclopoids",21.67,0.67,3.54,76.67,0,0,0
"CCR",50,2016-05-28 02:00:00,7,7,1,"Schindler","Diaptomus",12,0.6,0.98,11.82,0,0,0
"CCR",50,2016-05-28 02:00:00,7,7,1,"Schindler","Keratella",52,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,7,7,1,"Schindler","Leptodora",0.2,5.03,25.71,5.14,0,0,0
"CCR",50,2016-05-28 02:00:00,7,7,1,"Schindler","Nauplii",46,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,7,7,1,"Schindler","Polyarthra",54,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,7,7,1,"Schindler","Total rotifers",139,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 02:00:00,7,7,1,"Schindler","Trichocerca",2,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,0.1,0.1,1,"Schindler","Ascomorpha",5,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,0.1,0.1,1,"Schindler","Asplanchna",7,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,0.1,0.1,1,"Schindler","Bosmina",43.33,0.24,0.43,18.48,0,0,0
"CCR",50,2016-05-28 06:00:00,0.1,0.1,1,"Schindler","Ceriodaphnia",0.33,0.4,0.61,0.2,0,0,0
"CCR",50,2016-05-28 06:00:00,0.1,0.1,1,"Schindler","Conochilus",3,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,0.1,0.1,1,"Schindler","Cyclopoids",0.67,0.53,1.62,1.08,0,0,0
"CCR",50,2016-05-28 06:00:00,0.1,0.1,1,"Schindler","Kellicottia",1,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,0.1,0.1,1,"Schindler","Keratella",26,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,0.1,0.1,1,"Schindler","Nauplii",12,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,0.1,0.1,1,"Schindler","Polyarthra",71,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,0.1,0.1,1,"Schindler","Total rotifers",114,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,0.1,0.1,1,"Schindler","Trichocerca",1,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,1,1,1,"Schindler","Ascomorpha",1,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,1,1,1,"Schindler","Asplanchna",13,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,1,1,1,"Schindler","Bosmina",140.67,0.29,0.69,96.85,0,0,0
"CCR",50,2016-05-28 06:00:00,1,1,1,"Schindler","Ceriodaphnia",0.67,0.28,0.18,0.12,0,0,0
"CCR",50,2016-05-28 06:00:00,1,1,1,"Schindler","Conochilus",5,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,1,1,1,"Schindler","Cyclopoids",1.33,0.51,1.04,1.39,0,0,0
"CCR",50,2016-05-28 06:00:00,1,1,1,"Schindler","Diaptomus",0.67,0.66,1.52,1.01,0,0,0
"CCR",50,2016-05-28 06:00:00,1,1,1,"Schindler","Keratella",39,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,1,1,1,"Schindler","Nauplii",14,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,1,1,1,"Schindler","Polyarthra",172,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,1,1,1,"Schindler","Total rotifers",237,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,1,1,1,"Schindler","Trichocerca",7,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,2,2,1,"Schindler","Ascomorpha",4,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,2,2,1,"Schindler","Asplanchna",17,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,2,2,1,"Schindler","Bipalpus",1,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,2,2,1,"Schindler","Bosmina",95.67,0.23,0.37,35.86,0,0,0
"CCR",50,2016-05-28 06:00:00,2,2,1,"Schindler","Ceriodaphnia",1.33,0.35,0.46,0.61,0,0,0
"CCR",50,2016-05-28 06:00:00,2,2,1,"Schindler","Chydorus",0.33,0.38,2.66,0.89,0,0,0
"CCR",50,2016-05-28 06:00:00,2,2,1,"Schindler","Conochilus",2,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,2,2,1,"Schindler","Cyclopoids",3,0.37,0.39,1.16,0,0,0
"CCR",50,2016-05-28 06:00:00,2,2,1,"Schindler","Kellicottia",1,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,2,2,1,"Schindler","Keratella",39,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,2,2,1,"Schindler","Nauplii",13,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,2,2,1,"Schindler","Polyarthra",111,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,2,2,1,"Schindler","Total rotifers",178,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,2,2,1,"Schindler","Trichocerca",3,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,3,3,1,"Schindler","Ascomorpha",5,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,3,3,1,"Schindler","Asplanchna",3,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,3,3,1,"Schindler","Bipalpus",1,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,3,3,1,"Schindler","Bosmina",37.67,0.31,0.82,31.05,0,0,0
"CCR",50,2016-05-28 06:00:00,3,3,1,"Schindler","Ceriodaphnia",3.33,0.36,0.66,2.2,0,0,0
"CCR",50,2016-05-28 06:00:00,3,3,1,"Schindler","Conochilus",5,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,3,3,1,"Schindler","Cyclopoids",6,0.56,1.52,9.14,0,0,0
"CCR",50,2016-05-28 06:00:00,3,3,1,"Schindler","Diaptomus",0.67,0.58,0.75,0.5,0,0,0
"CCR",50,2016-05-28 06:00:00,3,3,1,"Schindler","Keratella",57,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,3,3,1,"Schindler","Nauplii",22,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,3,3,1,"Schindler","Polyarthra",47,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,3,3,1,"Schindler","Total rotifers",120,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,3,3,1,"Schindler","Trichocerca",2,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,4,4,1,"Schindler","Ascomorpha",6,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,4,4,1,"Schindler","Asplanchna",5,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,4,4,1,"Schindler","Bosmina",47.67,0.32,0.86,40.94,0,0,0
"CCR",50,2016-05-28 06:00:00,4,4,1,"Schindler","Ceriodaphnia",2.33,0.37,0.55,1.29,0,0,0
"CCR",50,2016-05-28 06:00:00,4,4,1,"Schindler","Conochilus",5,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,4,4,1,"Schindler","Cyclopoids",7.67,0.55,1.5,11.52,0,0,0
"CCR",50,2016-05-28 06:00:00,4,4,1,"Schindler","Diaphanosoma",0.67,0.56,0.85,0.57,0,0,0
"CCR",50,2016-05-28 06:00:00,4,4,1,"Schindler","Diaptomus",1,0.68,1.23,1.23,0,0,0
"CCR",50,2016-05-28 06:00:00,4,4,1,"Schindler","Keratella",68,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,4,4,1,"Schindler","Nauplii",22,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,4,4,1,"Schindler","Polyarthra",38,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,4,4,1,"Schindler","Total rotifers",124,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,4,4,1,"Schindler","Trichocerca",2,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,5,5,1,"Schindler","Ascomorpha",7,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,5,5,1,"Schindler","Asplanchna",4,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,5,5,1,"Schindler","Bipalpus",2,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,5,5,1,"Schindler","Bosmina",46.67,0.25,0.47,22.05,0,0,0
"CCR",50,2016-05-28 06:00:00,5,5,1,"Schindler","Ceriodaphnia",4.33,0.32,0.33,1.44,0,0,0
"CCR",50,2016-05-28 06:00:00,5,5,1,"Schindler","Conochilus",10,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,5,5,1,"Schindler","Cyclopoids",6.67,0.41,0.53,3.55,0,0,0
"CCR",50,2016-05-28 06:00:00,5,5,1,"Schindler","Diaptomus",0.33,0.53,0.59,0.2,0,0,0
"CCR",50,2016-05-28 06:00:00,5,5,1,"Schindler","Keratella",45,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,5,5,1,"Schindler","Nauplii",22,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,5,5,1,"Schindler","Polyarthra",49,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,5,5,1,"Schindler","Total rotifers",119,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,5,5,1,"Schindler","Trichocerca",2,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,6,6,1,"Schindler","Ascomorpha",15,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,6,6,1,"Schindler","Asplanchna",8,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,6,6,1,"Schindler","Bipalpus",2,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,6,6,1,"Schindler","Bosmina",59.33,0.24,0.43,25.53,0,0,0
"CCR",50,2016-05-28 06:00:00,6,6,1,"Schindler","Ceriodaphnia",4,0.28,0.11,0.44,0,0,0
"CCR",50,2016-05-28 06:00:00,6,6,1,"Schindler","Conochilus",6,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,6,6,1,"Schindler","Cyclopoids",10.33,0.39,0.49,5.06,0,0,0
"CCR",50,2016-05-28 06:00:00,6,6,1,"Schindler","Diaphanosoma",0.33,0.46,0.33,0.11,0,0,0
"CCR",50,2016-05-28 06:00:00,6,6,1,"Schindler","Diaptomus",1,0.48,0.48,0.48,0,0,0
"CCR",50,2016-05-28 06:00:00,6,6,1,"Schindler","Keratella",54,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,6,6,1,"Schindler","Leptodora",0.13,3.48,105.58,14.08,0,0,0
"CCR",50,2016-05-28 06:00:00,6,6,1,"Schindler","Nauplii",32,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,6,6,1,"Schindler","Polyarthra",71,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,6,6,1,"Schindler","Total rotifers",159,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,6,6,1,"Schindler","Trichocerca",3,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,7,7,1,"Schindler","Ascomorpha",6,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,7,7,1,"Schindler","Asplanchna",18,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,7,7,1,"Schindler","Bipalpus",2,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,7,7,1,"Schindler","Bosmina",84,0.25,0.47,39.85,0,0,0
"CCR",50,2016-05-28 06:00:00,7,7,1,"Schindler","Ceriodaphnia",3,0.24,0.14,0.41,0,0,0
"CCR",50,2016-05-28 06:00:00,7,7,1,"Schindler","Conochilus",6,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,7,7,1,"Schindler","Cyclopoids",9.67,0.48,1.21,11.72,0,0,0
"CCR",50,2016-05-28 06:00:00,7,7,1,"Schindler","Diaptomus",4.67,0.47,0.52,2.44,0,0,0
"CCR",50,2016-05-28 06:00:00,7,7,1,"Schindler","Kellicottia",1,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,7,7,1,"Schindler","Keratella",64,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,7,7,1,"Schindler","Nauplii",35,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,7,7,1,"Schindler","Polyarthra",97,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,7,7,1,"Schindler","Total rotifers",201,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 06:00:00,7,7,1,"Schindler","Trichocerca",7,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,0.1,0.1,1,"Schindler","Ascomorpha",1,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,0.1,0.1,1,"Schindler","Asplanchna",39,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,0.1,0.1,1,"Schindler","Bipalpus",2,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,0.1,0.1,1,"Schindler","Bosmina",2.33,0.24,0.43,1.01,0,0,0
"CCR",50,2016-05-28 12:00:00,0.1,0.1,1,"Schindler","Ceriodaphnia",0.67,0.24,0.11,0.07,0,0,0
"CCR",50,2016-05-28 12:00:00,0.1,0.1,1,"Schindler","Conochilus",3,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,0.1,0.1,1,"Schindler","Cyclopoids",2,0.45,0.72,1.45,0,0,0
"CCR",50,2016-05-28 12:00:00,0.1,0.1,1,"Schindler","Diaptomus",0.33,0.5,0.52,0.17,0,0,0
"CCR",50,2016-05-28 12:00:00,0.1,0.1,1,"Schindler","Keratella",25,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,0.1,0.1,1,"Schindler","Nauplii",5,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,0.1,0.1,1,"Schindler","Polyarthra",33,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,0.1,0.1,1,"Schindler","Total rotifers",103,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,1,1,1,"Schindler","Ascomorpha",2,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,1,1,1,"Schindler","Asplanchna",54,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,1,1,1,"Schindler","Bipalpus",1,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,1,1,1,"Schindler","Bosmina",3.67,0.21,0.3,1.1,0,0,0
"CCR",50,2016-05-28 12:00:00,1,1,1,"Schindler","Ceriodaphnia",0.33,0.2,0.06,0.02,0,0,0
"CCR",50,2016-05-28 12:00:00,1,1,1,"Schindler","Conochilus",10,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,1,1,1,"Schindler","Cyclopoids",1,0.4,0.49,0.49,0,0,0
"CCR",50,2016-05-28 12:00:00,1,1,1,"Schindler","Diaptomus",1.67,0.76,1.53,2.54,0,0,0
"CCR",50,2016-05-28 12:00:00,1,1,1,"Schindler","Keratella",47,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,1,1,1,"Schindler","Nauplii",8,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,1,1,1,"Schindler","Polyarthra",40,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,1,1,1,"Schindler","Total rotifers",155,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,1,1,1,"Schindler","Trichocerca",1,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,2,2,1,"Schindler","Ascomorpha",16,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,2,2,1,"Schindler","Asplanchna",18,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,2,2,1,"Schindler","Bipalpus",3,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,2,2,1,"Schindler","Bosmina",5.33,0.19,0.23,1.24,0,0,0
"CCR",50,2016-05-28 12:00:00,2,2,1,"Schindler","Ceriodaphnia",1.67,0.23,0.05,0.08,0,0,0
"CCR",50,2016-05-28 12:00:00,2,2,1,"Schindler","Conochilus",2,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,2,2,1,"Schindler","Cyclopoids",0.67,0.34,0.29,0.19,0,0,0
"CCR",50,2016-05-28 12:00:00,2,2,1,"Schindler","Diaptomus",0.33,0.53,0.61,0.2,0,0,0
"CCR",50,2016-05-28 12:00:00,2,2,1,"Schindler","Keratella",45,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,2,2,1,"Schindler","Nauplii",15,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,2,2,1,"Schindler","Polyarthra",12,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,2,2,1,"Schindler","Total rotifers",99,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,2,2,1,"Schindler","Trichocerca",3,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,3,3,1,"Schindler","Ascomorpha",9,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,3,3,1,"Schindler","Asplanchna",3,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,3,3,1,"Schindler","Bipalpus",1,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,3,3,1,"Schindler","Bosmina",3,0.22,0.36,1.07,0,0,0
"CCR",50,2016-05-28 12:00:00,3,3,1,"Schindler","Ceriodaphnia",2.67,0.26,0.1,0.28,0,0,0
"CCR",50,2016-05-28 12:00:00,3,3,1,"Schindler","Conochilus",2,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,3,3,1,"Schindler","Cyclopoids",3,0.36,0.4,1.21,0,0,0
"CCR",50,2016-05-28 12:00:00,3,3,1,"Schindler","Diaptomus",0.33,0.34,0.2,0.07,0,0,0
"CCR",50,2016-05-28 12:00:00,3,3,1,"Schindler","Keratella",76,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,3,3,1,"Schindler","Nauplii",32,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,3,3,1,"Schindler","Polyarthra",23,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,3,3,1,"Schindler","Total rotifers",115,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,3,3,1,"Schindler","Trichocerca",1,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,4,4,1,"Schindler","Ascomorpha",20,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,4,4,1,"Schindler","Asplanchna",4,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,4,4,1,"Schindler","Bipalpus",5,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,4,4,1,"Schindler","Bosmina",5.67,0.22,0.34,1.95,0,0,0
"CCR",50,2016-05-28 12:00:00,4,4,1,"Schindler","Ceriodaphnia",5.67,0.24,0.07,0.37,0,0,0
"CCR",50,2016-05-28 12:00:00,4,4,1,"Schindler","Conochilus",4,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,4,4,1,"Schindler","Cyclopoids",2.33,0.38,0.41,0.97,0,0,0
"CCR",50,2016-05-28 12:00:00,4,4,1,"Schindler","Diaptomus",0.33,0.34,0.2,0.07,0,0,0
"CCR",50,2016-05-28 12:00:00,4,4,1,"Schindler","Keratella",59,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,4,4,1,"Schindler","Nauplii",41,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,4,4,1,"Schindler","Polyarthra",41,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,4,4,1,"Schindler","Total rotifers",135,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,4,4,1,"Schindler","Trichocerca",2,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,5,5,1,"Schindler","Ascomorpha",24,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,5,5,1,"Schindler","Asplanchna",10,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,5,5,1,"Schindler","Bipalpus",1,NA,NA,NA,1,1,1
"CCR",50,2016-05-28 12:00:00,5,5,1,"Schindler","Bosmina",13,0.22,0.33,4.29,0,0,0
"CCR",50,2016-05-28 12:00:00,5,5,1,"Schindler","Ceriodaphnia",2.33,0.25,0.07,0.15,0,0,0
